CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;DateDebutOperationPrelBio;CdParametreEnv;LbLongParametre;RsParEnvOpPrelBio;CdUniteMesure;SymUniteMesure;CdRqParEnvPrelBio;MnemoRqParEnvPrelBio;CdMethodeParEnvPrelBio;NomMethodeParEnvPrelBio;RefOperationPrelBio;CdStatutParEnvPrelBio;MnStatutParEnvPrelBio;CdQualParEnvPrelBio;LbQualParEnvPrelBio;DateParEnvPrelBio;CdProducteur;NomProducteur
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2012-06-27;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135901-HB-14498;1;Donnée brute;4;Non qualifié;2012-06-27;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2012-09-20;1303;Conductivité à 25°C;770.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2264eta2_SurfEchMc624.00_SBVDKmc88.00_DSrcKm16.00_LarMEauM5.20_PntCEPM2.90_ProfMStaM0.55_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;0;Qualification non definissable;2012-09-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1998-05-27;1301;Température de l'Eau;19.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe929eta1_1998-05-27_10:30:00_03112480;1;Donnée brute;1;Correcte;1998-05-27;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2014-08-04;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130183006-HB-11002;1;Donnée brute;4;Non qualifié;2014-08-04;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1999-10-26;1301;Température de l'Eau;12.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe949eta1_1999-10-26_14:00:00_03063000;1;Donnée brute;1;Correcte;1999-10-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2024-06-17;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618181056-HB-601160;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-06-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2024-08-26;5473;Visibilité du fond;Visibilité moyenne : doute sur l'identification de certains substrats ou visibilité réduite;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618181044-HB-601149;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-08-26;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-07-13;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505754;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-07-13;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2016-08-11;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180228170041-HB-20793;1;Donnée brute;4;Non qualifié;2016-08-11;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2016-08-17;6498;Turbidite;Nulle;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180228170042-HB-20869;1;Donnée brute;4;Non qualifié;2016-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2011-07-15;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135915-HB-15114;1;Donnée brute;4;Non qualifié;2011-07-15;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;2022-08-23;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214614-HB-549776;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-08-23;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2017-08-17;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205190125-HB-30679;1;Donnée brute;4;Non qualifié;2017-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2007-06-26;1303;Conductivité à 25°C;580.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1777eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;0;Qualification non definissable;2007-06-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2007-06-26;1301;Température de l'Eau;20.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1777eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2007-06-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2021-06-15;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220627161508-HB-518472;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2021-06-15;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2023-09-26;1303;Conductivité à 25°C;350.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe91429eta2_SurfEchMc577.7_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.3_PntCEPM2.9_ProfMStaM0.47_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;0;Qualification non definissable;2023-09-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2024-09-04;1301;Température de l'Eau;20.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe93504eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM74.5_PntCEPM0.1_ProfMStaM3.2_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2024-09-04;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063294;VALENTON 1;005;4;Poissons;1989-06-08;1301;Température de l'Eau;19.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe827eta1_1989-06-08_16:00:00_03063294;1;Donnée brute;1;Correcte;1989-06-08;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-07-13;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505754;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-07-13;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2010-07-07;1303;Conductivité à 25°C;453.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2118eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM138.00_PntCEPM0.10_ProfMStaM3.25_AltM29_TAir1C4.5_TAir7C20.4;1;Donnée brute;0;Qualification non definissable;2010-07-07;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2011-07-15;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135902-HB-14520;1;Donnée brute;4;Non qualifié;2011-07-15;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2010-06-15;1303;Conductivité à 25°C;545.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2117eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.43_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;0;Qualification non definissable;2010-06-15;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2025-09-29;1301;Température de l'Eau;15.9;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe95589eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM130.0_PntCEPM0.1_ProfMStaM3.6_AltM32_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2025-09-29;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2002-04-24;1301;Température de l'Eau;13.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe975eta2_SurfEchMc1169.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.00_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2002-04-24;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2017-07-20;1303;Conductivité à 25°C;690.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe4868eta1_2017-07-20_09:45:00_03079622;1;Donnée brute;0;Qualification non definissable;2017-07-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079097;L'YERRES A PERIGNY 1;005;4;Poissons;2001-08-28;1301;Température de l'Eau;18.8;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe982eta1_2001-08-28_10:00:00_03079097;1;Donnée brute;1;Correcte;2001-08-28;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2022-08-24;6498;Turbidite;Moyenne;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214827-HB-549854;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-08-24;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2014-08-14;1725;Situation hydrologique;Moyennes eaux;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130182953-HB-10535;1;Donnée brute;4;Non qualifié;2014-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2017-08-24;1303;Conductivité à 25°C;460.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe4851eta1_2017-08-24_08:45:00_03112480;1;Donnée brute;0;Qualification non definissable;2017-08-24;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-05-14;5916;Bloom algal;0;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618164958-HB-600981;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-05-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1996-05-07;1303;Conductivité à 25°C;370.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe890eta1_1996-05-07_15:25:00_03063000;1;Donnée brute;0;Qualification non definissable;1996-05-07;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2019-07-31;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20200323175240-HB-451879;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2019-07-31;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2024-09-03;1301;Température de l'Eau;21.5;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe93514eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM127.5_PntCEPM0.1_ProfMStaM3.42_AltM32_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2024-09-03;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1999-10-21;1301;Température de l'Eau;12.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe951eta1_1999-10-21_14:00:00_03112430;1;Donnée brute;1;Correcte;1999-10-21;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;2010-07-01;1303;Conductivité à 25°C;585.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe2121eta2_SurfEchMc1250.0_SBVDKmc12824.4_DSrcKm510.0_LarMEauM70.0_PntCEPM0.1_ProfMStaM3.6_AltM33_TAir1C4.8_TAir7C20.8;1;Donnée brute;0;Qualification non definissable;2010-07-01;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2003-06-24;1301;Température de l'Eau;23.2;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe985eta1_2003-06-24_14:00:00_03112480;1;Donnée brute;1;Correcte;2003-06-24;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2005-06-14;1301;Température de l'Eau;20.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1547eta2_SurfEchMc1250.00_SBVDKmc33101.00_DSrcKm411.00_LarMEauM140.00_PntCEPM0.10_ProfMStaM1.80_AltM29_TAir1C4.5_TAir7C20.4;1;Donnée brute;1;Correcte;2005-06-14;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1993-09-22;1301;Température de l'Eau;17.7;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe863eta1_1993-09-22_15:00:00_03063000;1;Donnée brute;1;Correcte;1993-09-22;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;007;27;Macrophytes;2014-08-04;6498;Turbidite;Faible;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130183006-HB-11002;1;Donnée brute;4;Non qualifié;2014-08-04;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-08-14;7473;Volume de Lugol;1;181;mL;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165002-HB-600987;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2024-08-14;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20250618165002-HB-600987;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2024-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2020-06-24;1725;Situation hydrologique;Etiage normal;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210909144649-HB-498377;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-24;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;007;27;Macrophytes;2017-08-17;5473;Visibilité du fond;Fonds non visibles;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20190205190125-HB-30679;1;Donnée brute;4;Non qualifié;2017-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-06-15;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505753;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-06-15;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3080339;LA SEINE A ALFORTVILLE 2;005;4;Poissons;1989-08-01;1301;Température de l'Eau;24.0;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe809eta1_1989-08-01_10:00:00_03080339;1;Donnée brute;1;Correcte;1989-08-01;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2011-07-19;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135915-HB-15109;1;Donnée brute;4;Non qualifié;2011-07-19;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2001-06-20;1301;Température de l'Eau;18.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe965eta1_2001-06-20_14:00:00_03063000;1;Donnée brute;1;Correcte;2001-06-20;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2022-08-24;1425;Conditions météorologiques pendant le prélèvement;Faiblement nuageux;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20230703214827-HB-549854;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2022-08-24;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;008;11;Phytoplancton;2020-08-10;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20220104120756-HB-505755;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-08-10;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2014-08-28;1301;Température de l'Eau;18.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe4870eta1_2014-08-28_14:40:00_03063000;1;Donnée brute;1;Correcte;2014-08-28;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2020-08-11;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210630105503-HB-490853;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-08-11;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3080660;LA SEINE A ALFORTVILLE 3;004;10;Diatomées benthiques;2013-06-20;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135915-HB-15115;1;Donnée brute;4;Non qualifié;2013-06-20;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3112000;LA MARNE A JOINVILLE-LE-PONT 1;004;10;Diatomées benthiques;2013-06-20;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180201135902-HB-14522;1;Donnée brute;4;Non qualifié;2013-06-20;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;1997-09-11;1303;Conductivité à 25°C;380.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe921eta1_1997-09-11_14:00:00_03063000;1;Donnée brute;0;Qualification non definissable;1997-09-11;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;005;4;Poissons;2019-10-10;1303;Conductivité à 25°C;480.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe82253eta2_SurfEchMc1250.0_SBVDKmc33101.0_DSrcKm411.0_LarMEauM128.8_PntCEPM0.1_ProfMStaM3.66_AltM32_TAir1C4.5_TAir7C20.4;1;Donnée brute;0;Qualification non definissable;2019-10-10;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;2008-07-08;1301;Température de l'Eau;19.6;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe1911eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;1;Donnée brute;1;Correcte;2008-07-08;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2016-08-17;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180228165202-HB-19495;1;Donnée brute;4;Non qualifié;2016-08-17;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3063000;LA SEINE A ABLON-SUR-SEINE 2;004;10;Diatomées benthiques;2020-08-14;1725;Situation hydrologique;Etiage;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20210909154850-HB-498408;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;2020-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;2014-08-14;1425;Conditions météorologiques pendant le prélèvement;Ensoleillé;X;X;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;20180130182953-HB-10535;1;Donnée brute;4;Non qualifié;2014-08-14;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2021-08-26;1301;Température de l'Eau;16.4;27;°C;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe87206eta2_SurfEchMc610.4_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.6_PntCEPM2.9_ProfMStaM0.54_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;1;Correcte;2021-08-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
3079622;LE RÉVEILLON A VILLECRESNES 2;005;4;Poissons;2021-08-26;1303;Conductivité à 25°C;680.0;147;µS/cm;1;Résultat > seuil de quantification et < au seuil de saturation;0;Méthode inconnue;Aspe87206eta2_SurfEchMc610.4_SBVDKmc88.0_DSrcKm16.0_LarMEauM5.6_PntCEPM2.9_ProfMStaM0.54_AltM59_TAir1C4.1_TAir7C19.8;1;Donnée brute;0;Qualification non definissable;2021-08-26;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB)
