CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPointEauxSurf;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DateDebutOperationPrelBio;HeureDebutOperationPrelBio;DateFinOperationPrelbio;HeureFinOperationPrelBio;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdDeterminateur;NomDéterminateur;CodeSandreRdd;NomRdd;CdStatutResBioOperationPrelBio;MnemoStatutResBioOperationPrelBio;CdQualResBioOperationPrelBio;LbQualResBioOperationPrelBio;RefOperationPrelBio;ObjOperationPrelBio;LongProspecOperationPrelBio;LargeurMoyLameEauOperationPrelBio;HMoyLamOperationPrelBio;SurfTotProspecteeOperationPrelBio
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1997-05-28;14:00:00;1997-05-28;14:37:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe914eta1_1997-05-28_14:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;4.00;1950.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2015-06-17;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130180355-HB-7465;;300;70;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2006-06-20;08:30:00;2006-06-20;09:29:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1632eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm500.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM2.00_AltM33_TAir1C4.5_TAir7C20.2;Echantillonnag.Ichtyofaun;1200.0;80.00;2.00;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1996-05-29;10:20:00;1996-05-29;10:44:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe893eta1_1996-05-29_10:20:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;2.90;18750.00
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2019-07-17;18:02:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;20201028101227-HB-474996;;;2;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;0;Méthode inconnue;2017-08-16;14:43:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190205185848-HB-30584;;318;69.7;;
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1996-05-30;10:00:00;1996-05-30;10:26:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe894eta1_1996-05-30_10:00:00_03112088;Echantillonnag.Ichtyofaun;550.0;40.00;;22000.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2007-06-26;09:00:00;2007-06-26;09:55:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1777eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;650.0;79.00;3.50;1250.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1999-04-29;10:00:00;1999-04-29;10:58:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe940eta1_1999-04-29_10:00:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;0.61;1940.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1996-09-11;10:45:00;1996-09-11;11:12:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe45568eta1_1996-09-11_10:45:00_03112088;Echantillonnag.Ichtyofaun;550.0;40.00;0.50;970.00
3112348;LA MARNE A BONNEUIL-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2006-06-15;08:30:00;2006-06-15;09:45:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1633eta2_SurfEchMc1250.00_SBVDKmc12600.00_DSrcKm505.00_LarMEauM80.00_PntCEPM0.10_ProfMStaM4.00_AltM31_TAir1C4.6_TAir7C20.4;Echantillonnag.Ichtyofaun;2000.0;80.00;4.00;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;0;Méthode inconnue;2011-08-18;00:00:00;;;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);17940702800036;DIRECTION REGIONALE DE L'ENVIRONNEMENT (DIREN);17940702800036;DIRECTION REGIONALE DE L'ENVIRONNEMENT (DIREN);;;1;Donnée brute;0;Qualification non definissable;20180201135901-HB-14497;;;70;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;0;Méthode inconnue;2016-08-11;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180228165200-HB-19385;;;70;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2016-08-11;09:00:00;2016-08-11;11:25:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;51859358700042;PINGAT ENVIRONNEMENT & MILIEUX AQUATIQUES;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;2;Incorrecte;Aspe5122eta1_2016-08-11_09:00:00_03112480;Echantillonnag.Ichtyofaun;650.0;74.00;3.50;1250.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2002-04-25;10:00:00;2002-04-25;10:38:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe976eta2_2002-04-25_10:00:00_03112088;Echantillonnag.Ichtyofaun;550.0;40.00;0.95;905.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1997-05-27;10:30:00;1997-05-27;10:53:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe911eta1_1997-05-27_10:30:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;4.00;1230.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-05-18;16:30:00;1995-05-18;17:01:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe877eta1_1995-05-18_16:30:00_03112088;Echantillonnag.Ichtyofaun;300.0;75.00;2.70;22500.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2023-08-25;07:45:00;2023-08-25;08:18:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe91454eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM74.5_PntCEPM0.1_ProfMStaM3.16_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;810.0;74.50;3.16;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;1998-09-15;10:00:00;1998-09-15;10:57:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe938eta1_1998-09-15_10:00:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;3.00;1399.50
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2024-09-04;08:25:00;2024-09-04;08:58:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);41958978300036;HYDROSPHERE;41958978300036;HYDROSPHERE;0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe93504eta2_SurfEchMc1250.0_SBVDKmc12684.7_DSrcKm493.0_LarMEauM74.5_PntCEPM0.1_ProfMStaM3.2_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;810.0;74.50;3.20;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1196;Poissons - Échantillonnage à l'électricité - Pêche par ambiances;2000-04-19;14:00:00;2000-04-19;15:09:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;4;Non qualifié;Aspe957eta1_2000-04-19_14:00:00_03112480;Echantillonnag.Ichtyofaun;250.0;75.00;3.00;1075.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;003;13;Macroinvertébrés aquatiques;726;Macroinvertébrés : Protocole expérimental d'échantillonnage en cours d'eau profond 2009 + Traitement au laboratoire selon XP T90-388 Juin 2010;2020-08-13;14:23:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20210908103329-HB-498346;;425;69.75;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;875;Macrophytes (Points contact) - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2018-08-16;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;1;Donnée brute;0;Qualification non definissable;20190327182054-HB-346690;;280;;;
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2023-08-22;10:53:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20240717112607-HB-578772;;40;2;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2008-07-08;14:30:00;2008-07-08;15:03:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000418/0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25)/Réseau de suivi local des opérations de restauration hydromorphologique sur l'Allaine (90);1;Donnée brute;1;Correcte;Aspe1911eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM79.00_PntCEPM0.10_ProfMStaM3.50_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;650.0;79.00;3.50;1250.00
3112480;LA MARNE A CHARENTON-LE-PONT 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2020-08-11;09:20:00;;;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);0300000215;Réseau de gestion hydrobiologique de la DIREN Ile de France;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20210630105504-HB-490854;;;120;;
3112295;LE MORBRAS A SUCY-EN-BRIE 2;007;27;Macrophytes;455;Qualité de l'eau - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2011-08-18;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;34255833500051;AQUASCOP BIOLOGIE;34255833500051;AQUASCOP BIOLOGIE;;;1;Donnée brute;0;Qualification non definissable;20180130183005-HB-10971;;100;;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2006-06-21;14:00:00;2006-06-21;14:45:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000417;Réseau de suivi local de l’opération de restauration hydromorphologique en avant-projet sur le ruisseau de l’Abbaye à Appenans (25);1;Donnée brute;1;Correcte;Aspe1631eta2_SurfEchMc1250.00_SBVDKmc12752.00_DSrcKm493.00_LarMEauM75.00_PntCEPM0.10_ProfMStaM3.40_AltM35_TAir1C4.5_TAir7C20.3;Echantillonnag.Ichtyofaun;1250.0;75.00;3.40;1250.00
3112430;LA MARNE A MAISONS-ALFORT 2;005;4;Poissons;1130;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche complète à un ou plusieurs passages;1995-05-18;18:15:00;1995-05-18;18:47:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe878eta1_1995-05-18_18:15:00_03112430;Echantillonnag.Ichtyofaun;250.0;50.00;2.80;12500.00
3112088;LA MARNE A CHAMPIGNY-SUR-MARNE 1;005;4;Poissons;1124;Poissons - Échantillonnage à l'électricité - XP T90-383 mai 2008 - Pêche partielle par points;2005-06-15;00:00:00;2005-06-15;00:33:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;1;Correcte;Aspe1543eta2_2005-06-15_00:00:00_03112088;Echantillonnag.Ichtyofaun;1200.0;40.00;2.00;1250.00
3111836;LA MARNE A NOGENT-SUR-MARNE 1;005;4;Poissons;1197;Poissons - Échantillonnage à l'électricité - Pêche partielle sur berge;1991-10-09;14:15:00;1991-10-09;14:33:00;13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);13002591902128;OFFICE FRANCAIS DE LA BIODIVERSITE - OFB DIRECTION REGIONALE ILE DE FRANCE (OFB);0600000421;Réseau de suivi local des opérations de restauration hydromorphologique sur deux petits affluents du lac des Rousses (39);1;Donnée brute;4;Non qualifié;Aspe850eta1_1991-10-09_14:15:00_03111836;Echantillonnag.Ichtyofaun;150.0;100.00;1.22;450.00
3112295;LE MORBRAS A SUCY-EN-BRIE 2;004;10;Diatomées benthiques;1009;Qualité de l'eau - Échantillonnage, traitement et analyse de diatomées benthiques en cours d'eau et canaux (NF T90-354 Avril 2016);2023-08-22;11:54:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);0300000207;Réseau de gestion des eaux superficielles de la DRIF;2;Donnée contrôlée niveau 1 (données contrôlées);1;Correcte;20240717100311-HB-578681;;;2;;
3112480;LA MARNE A CHARENTON-LE-PONT 2;007;27;Macrophytes;875;Macrophytes (Points contact) - Détermination de l'indice biologique macrophytique en rivière (IBMR) (NF T90-395 Octobre 2003);2012-09-11;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);32939196500038;GROUPE DE RECHERCHE ET D'ETUDE BIOLOGIE ET ENVIRONNEMENT (SAS GREBE);;;1;Donnée brute;0;Qualification non definissable;20180130182953-HB-10534;;240;;;
3112295;LE MORBRAS A SUCY-EN-BRIE 2;003;13;Macroinvertébrés aquatiques;1029;Macroinvertébrés : Prélèvement en cours d'eau peu profond (NF T90-333 Septembre 2016) et Traitement au laboratoire (XP T90-388 Juin 2010);2016-09-23;00:00:00;;;18750009500026;AGENCE DE L'EAU SEINE-NORMANDIE;13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);13001220600012;DIRECTION REGIONALE ET INTERDEPARTEMENTALE DE L'ENVIRONNEMENT ET DE L'ENERGIE ILE DE FRANCE (DRIEE-IF);0300000211;Réseau de gestion des eaux superficielles de la DSAM;1;Donnée brute;0;Qualification non definissable;20180228165842-HB-20463;;54;2.4;;
